"t","src_reg","dst_reg","sp1","sp2","sp3"
401,3,4,0,0,0
401,3,5,0,0,0
401,3,6,0,0,0
401,3,7,0,0,0
401,3,8,0,0,0
401,3,9,0,0,0
401,4,1,0,0,0
401,4,2,0,0,0
401,4,3,0,0,0
401,4,4,0,0,0
401,4,5,0,0,0
401,4,6,0,0,0
401,4,7,0,0,0
401,4,8,0,0,0
401,4,9,0,0,0
401,5,1,0,0,0
401,5,2,0,0,0
401,5,3,0,0,0
401,5,4,0,0,0
401,5,5,0,0,0
401,5,6,0,0,0
401,5,7,0,0,0
401,5,8,0,0,0
401,5,9,0,0,0
401,6,1,0,0,0
401,6,2,0,0,0
401,6,3,0,0,0
401,6,4,0,0,0
401,6,5,0,0,0
401,6,6,0,0,0
401,6,7,0,0,0
401,6,8,0,0,0
401,6,9,0,0,0
401,7,1,0,0,0
401,7,2,0,0,0
401,7,3,0,0,0
401,7,4,0,0,0
401,7,5,0,0,0
401,7,6,0,0,0
401,7,7,0,0,0
401,7,8,0,0,0
401,7,9,0,0,0
401,8,1,0,0,0
401,8,2,0,0,0
401,8,3,0,0,0
401,8,4,0,0,0
401,8,5,0,0,0
401,8,6,0,0,0
401,8,7,0,0,0
401,8,8,0,0,0
401,8,9,0,0,0
401,9,1,0,0,0
401,9,2,0,0,0
401,9,3,0,0,0
401,9,4,0,0,0
401,9,5,0,0,0
401,9,6,0,0,0
401,9,7,0,0,0
401,9,8,0,0,0
401,9,9,0,0,0
501,1,1,0,0,0
501,1,2,0,0,0
501,1,3,0,0,0
501,1,4,0,0,0
501,1,5,0,0,0
501,1,6,0,0,0
501,1,7,0,0,0
501,1,8,0,0,0
501,1,9,0,0,0
501,2,1,0,0,0
501,2,2,0,0,0
501,2,3,0,0,0
501,2,4,0,0,0
501,2,5,0,0,0
501,2,6,0,0,0
501,2,7,0,0,0
501,2,8,0,0,0
501,2,9,0,0,0
501,3,1,0,0,0
501,3,2,0,0,0
501,3,3,0,0,0
501,3,4,0,0,0
501,3,5,0,0,0
501,3,6,0,0,0
501,3,7,0,0,0
501,3,8,0,0,0
501,3,9,0,0,0
501,4,1,0,0,0
501,4,2,0,0,0
501,4,3,0,0,0
501,4,4,0,0,0
501,4,5,0,0,0
501,4,6,0,0,0
501,4,7,0,0,0
501,4,8,0,0,0
501,4,9,0,0,0
501,5,1,0,0,0
501,5,2,0,0,0
501,5,3,0,0,0
501,5,4,0,0,0
501,5,5,0,0,0
501,5,6,0,0,0
501,5,7,0,0,0
501,5,8,0,0,0
501,5,9,0,0,0
501,6,1,0,0,0
501,6,2,0,0,0
501,6,3,0,0,0
501,6,4,0,0,0
501,6,5,0,0,0
501,6,6,0,0,0
501,6,7,0,0,0
501,6,8,0,0,0
501,6,9,0,0,0
501,7,1,0,0,0
501,7,2,0,0,0
501,7,3,0,0,0
501,7,4,0,0,0
501,7,5,0,0,0
501,7,6,0,0,0
501,7,7,0,0,0
501,7,8,0,0,0
501,7,9,0,0,0
501,8,1,0,0,0
501,8,2,0,0,0
501,8,3,0,0,0
501,8,4,0,0,0
501,8,5,0,0,0
501,8,6,0,0,0
501,8,7,0,0,0
501,8,8,0,0,0
501,8,9,0,0,0
501,9,1,0,0,0
501,9,2,0,0,0
501,9,3,0,0,0
501,9,4,0,0,0
501,9,5,0,0,0
501,9,6,0,0,0
501,9,7,0,0,0
501,9,8,0,0,0
501,9,9,0,0,0
601,1,1,0,0,0
601,1,2,0,0,0
601,1,3,0,0,0
601,1,4,0,0,0
601,1,5,0,0,0
601,1,6,0,0,0
601,1,7,0,0,0
601,1,8,0,0,0
601,1,9,0,0,0
601,2,1,0,0,0
601,2,2,0,0,0
601,2,3,0,0,0
601,2,4,0,0,0
601,2,5,0,0,0
601,2,6,0,0,0
601,2,7,0,0,0
601,2,8,0,0,0
601,2,9,0,0,0
601,3,1,0,0,0
601,3,2,0,0,0
601,3,3,0,0,0
601,3,4,0,0,0
601,3,5,0,0,0
601,3,6,0,0,0
601,3,7,0,0,0
601,3,8,0,0,0
601,3,9,0,0,0
601,4,1,0,0,0
601,4,2,0,0,0
601,4,3,0,0,0
601,4,4,0,0,0
601,4,5,0,0,0
601,4,6,0,0,0
601,4,7,0,0,0
601,4,8,0,0,0
601,4,9,0,0,0
601,5,1,0,0,0
601,5,2,0,0,0
601,5,3,0,0,0
601,5,4,0,0,0
601,5,5,0,0,0
601,5,6,0,0,0
601,5,7,0,0,0
601,5,8,0,0,0
601,5,9,0,0,0
601,6,1,0,0,0
601,6,2,0,0,0
601,6,3,0,0,0
601,6,4,0,0,0
601,6,5,0,0,0
601,6,6,0,0,0
601,6,7,0,0,0
601,6,8,0,0,0
601,6,9,0,0,0
601,7,1,0,0,0
601,7,2,0,0,0
601,7,3,0,0,0
601,7,4,0,0,0
601,7,5,0,0,0
601,7,6,0,0,0
601,7,7,0,0,0
601,7,8,0,0,0
601,7,9,0,0,0
601,8,1,0,0,0
601,8,2,0,0,0
601,8,3,0,0,0
601,8,4,0,0,0
601,8,5,0,0,0
601,8,6,0,0,0
601,8,7,0,0,0
601,8,8,0,0,0
601,8,9,0,0,0
601,9,1,0,0,0
601,9,2,0,0,0
601,9,3,0,0,0
601,9,4,0,0,0
601,9,5,0,0,0
601,9,6,0,0,0
601,9,7,0,0,0
601,9,8,0,0,0
601,9,9,0,0,0
701,1,1,0,0,0
701,1,2,0,0,0
701,1,3,0,0,0
701,1,4,0,0,0
701,1,5,0,0,0
701,1,6,0,0,0
701,1,7,0,0,0
701,1,8,0,0,0
701,1,9,0,0,0
701,2,1,0,0,0
701,2,2,0,0,0
701,2,3,0,0,0
701,2,4,0,0,0
701,2,5,0,0,0
701,2,6,0,0,0
701,2,7,0,0,0
701,2,8,0,0,0
701,2,9,0,0,0
701,3,1,0,0,0
701,3,2,0,0,0
701,3,3,0,0,0
701,3,4,0,0,0
701,3,5,0,0,0
701,3,6,0,0,0
701,3,7,0,0,0
701,3,8,0,0,0
701,3,9,0,0,0
701,4,1,0,0,0
701,4,2,0,0,0
701,4,3,0,0,0
701,4,4,0,0,0
701,4,5,0,0,0
701,4,6,0,0,0
701,4,7,0,0,0
701,4,8,0,0,0
701,4,9,0,0,0
701,5,1,0,0,0
701,5,2,0,0,0
701,5,3,0,0,0
701,5,4,0,0,0
701,5,5,0,0,0
701,5,6,0,0,0
701,5,7,0,0,0
701,5,8,0,0,0
701,5,9,0,0,0
701,6,1,0,0,0
701,6,2,0,0,0
701,6,3,0,0,0
701,6,4,0,0,0
701,6,5,0,0,0
701,6,6,0,0,0
701,6,7,0,0,0
701,6,8,0,0,0
701,6,9,0,0,0
701,7,1,0,0,0
701,7,2,0,0,0
701,7,3,0,0,0
701,7,4,0,0,0
701,7,5,0,0,0
701,7,6,0,0,0
701,7,7,0,0,0
701,7,8,0,0,0
701,7,9,0,0,0
701,8,1,0,0,0
701,8,2,0,0,0
701,8,3,0,0,0
701,8,4,0,0,0
701,8,5,0,0,0
701,8,6,0,0,0
701,8,7,0,0,0
701,8,8,0,0,0
701,8,9,0,0,0
701,9,1,0,0,0
701,9,2,0,0,0
701,9,3,0,0,0
701,9,4,0,0,0
701,9,5,0,0,0
701,9,6,0,0,0
701,9,7,0,0,0
701,9,8,0,0,0
701,9,9,0,0,0
801,1,1,0,0,0
801,1,2,0,0,0
801,1,3,0,0,0
801,1,4,0,0,0
801,1,5,0,0,0
801,1,6,0,0,0
801,1,7,0,0,0
801,1,8,0,0,0
801,1,9,0,0,0
801,2,1,0,0,0
801,2,2,0,0,0
801,2,3,0,0,0
801,2,4,0,0,0
801,2,5,0,0,0
801,2,6,0,0,0
801,2,7,0,0,0
801,2,8,0,0,0
801,2,9,0,0,0
801,3,1,0,0,0
801,3,2,0,0,0
801,3,3,0,0,0
801,3,4,0,0,0
801,3,5,0,0,0
801,3,6,0,0,0
801,3,7,0,0,0
801,3,8,0,0,0
801,3,9,0,0,0
801,4,1,0,0,0
801,4,2,0,0,0
801,4,3,0,0,0
801,4,4,0,0,0
801,4,5,0,0,0
801,4,6,0,0,0
801,4,7,0,0,0
801,4,8,0,0,0
801,4,9,0,0,0
801,5,1,0,0,0
801,5,2,0,0,0
801,5,3,0,0,0
801,5,4,0,0,0
801,5,5,0,0,0
801,5,6,0,0,0
801,5,7,0,0,0
801,5,8,0,0,0
801,5,9,0,0,0
801,6,1,0,0,0
801,6,2,0,0,0
801,6,3,0,0,0
801,6,4,0,0,0
801,6,5,0,0,0
801,6,6,0,0,0
801,6,7,0,0,0
801,6,8,0,0,0
801,6,9,0,0,0
801,7,1,0,0,0
801,7,2,0,0,0
801,7,3,0,0,0
801,7,4,0,0,0
801,7,5,0,0,0
801,7,6,0,0,0
801,7,7,0,0,0
801,7,8,0,0,0
801,7,9,0,0,0
801,8,1,0,0,0
801,8,2,0,0,0
801,8,3,0,0,0
801,8,4,0,0,0
801,8,5,0,0,0
801,8,6,0,0,0
801,8,7,0,0,0
801,8,8,0,0,0
801,8,9,0,0,0
801,9,1,0,0,0
801,9,2,0,0,0
801,9,3,0,0,0
801,9,4,0,0,0
801,9,5,0,0,0
801,9,6,0,0,0
801,9,7,0,0,0
801,9,8,0,0,0
801,9,9,0,0,0
901,1,1,0,0,0
901,1,2,0,0,0
901,1,3,0,0,0
901,1,4,0,0,0
901,1,5,0,0,0
901,1,6,0,0,0
901,1,7,0,0,0
901,1,8,0,0,0
901,1,9,0,0,0
901,2,1,0,0,0
901,2,2,0,0,0
901,2,3,0,0,0
901,2,4,0,0,0
901,2,5,0,0,0
901,2,6,0,0,0
901,2,7,0,0,0
901,2,8,0,0,0
901,2,9,0,0,0
901,3,1,0,0,0
901,3,2,0,0,0
901,3,3,0,0,0
901,3,4,0,0,0
901,3,5,0,0,0
901,3,6,0,0,0
901,3,7,0,0,0
901,3,8,0,0,0
901,3,9,0,0,0
901,4,1,0,0,0
901,4,2,0,0,0
901,4,3,0,0,0
901,4,4,0,0,0
901,4,5,0,0,0
901,4,6,0,0,0
901,4,7,0,0,0
901,4,8,0,0,0
901,4,9,0,0,0
901,5,1,0,0,0
901,5,2,0,0,0
901,5,3,0,0,0
901,5,4,0,0,0
901,5,5,0,0,0
901,5,6,0,0,0
901,5,7,0,0,0
901,5,8,0,0,0
901,5,9,0,0,0
901,6,1,0,0,0
901,6,2,0,0,0
901,6,3,0,0,0
901,6,4,0,0,0
901,6,5,0,0,0
901,6,6,0,0,0
901,6,7,0,0,0
901,6,8,0,0,0
901,6,9,0,0,0
901,7,1,0,0,0
901,7,2,0,0,0
901,7,3,0,0,0
901,7,4,0,0,0
901,7,5,0,0,0
901,7,6,0,0,0
901,7,7,0,0,0
901,7,8,0,0,0
901,7,9,0,0,0
901,8,1,0,0,0
901,8,2,0,0,0
901,8,3,0,0,0
901,8,4,0,0,0
901,8,5,0,0,0
901,8,6,0,0,0
901,8,7,0,0,0
901,8,8,0,0,0
901,8,9,0,0,0
901,9,1,0,0,0
901,9,2,0,0,0
901,9,3,0,0,0
901,9,4,0,0,0
901,9,5,0,0,0
901,9,6,0,0,0
901,9,7,0,0,0
901,9,8,0,0,0
901,9,9,0,0,0
